,Team,Conf.,Record,#1 Match,#2 Match,#3 Match,Avg. Seed,Most Likely Seed,Made Tourney
246,Florida Gulf Coast,ASun,5-3,Montana St.2005,UTSA2017,Yale2006,16.0,16,0.033467875290702706
247,Stony Brook,AE,6-4,Montana St.2005,UTSA2017,Delaware2005,16.0,16,0.03361285798869722
248,Middle Tennessee,CUSA,3-6,Hofstra2002,Appalachian St.2004,Seattle2011,15.75,16,0.05766550355389534
249,Marist,MAAC,7-4,Georgia Southern2012,Stony Brook2005,Eastern Washington2008,None,0,0.0
250,Northern Kentucky,Horz,5-7,Western Carolina2006,UNC Wilmington2007,James Madison2014,None,0,0.0
251,Elon,CAA,3-3,LIU Brooklyn2017,Western Illinois2008,UMKC2008,16.0,16,0.013739758023297698
252,Northern Colorado,BSky,6-6,Cleveland St.2017,North Dakota2012,Rice2010,None,0,0.0
253,Eastern Illinois,OVC,5-7,Penn2014,Wake Forest2011,Quinnipiac2007,16.0,16,0.07200534872783677
254,Southern,SWAC,1-4,Cal St. Northridge2006,South Alabama2016,Maine2013,16.0,16,0.036864437607505296
255,Boston University,Pat,1-3,Western Illinois2008,UMKC2008,Air Force2016,None,0,0.0
256,North Alabama,ASun,6-3,Sacramento St.2003,Hampton2003,Florida Atlantic2018,16.0,16,0.026457036527923534
257,High Point,BSth,3-6,UNC Asheville2007,Elon2012,George Washington2019,16.0,16,0.029697969449694273
258,IUPUI,Horz,2-4,Quinnipiac2006,LIU Brooklyn2019,UNC Greensboro2012,16.0,16,0.04446251188571818
259,North Carolina Central,MEAC,1-3,UMKC2008,Western Illinois2008,Air Force2016,None,0,0.0
260,Robert Morris,Horz,3-4,Air Force2016,Western Illinois2008,San Jose St.2008,None,0,0.0
261,Youngstown St.,Horz,7-6,Arkansas St.2008,Hofstra2014,New Orleans2007,16.0,16,0.016778382941124645
262,Weber St.,BSky,4-3,Hofstra2003,Norfolk St.2019,Mississippi Valley St.2012,16.0,16,0.03574099139480767
263,Oakland,Horz,4-12,Idaho St.2016,Jackson St.2007,UMKC2018,16.0,16,0.07487709821732938
264,UMKC,Sum,5-8,Saint Louis2015,Texas St.2014,Idaho2005,16.0,16,0.04868302629534245
265,Bellarmine,ASun,4-5,Navy2019,Bowling Green2006,IPFW2007,None,0,0.0
266,Green Bay,Horz,3-10,Rider2007,Tennessee Tech2014,Florida A&M2007,16.0,16,0.04645452825298303
267,UMass Lowell,AE,4-8,Youngstown St.2004,South Carolina St.2002,St. Francis NY2019,16.0,16,0.056399048733351956
268,Georgia Southern,SB,8-6,Canisius2002,Cleveland St.2003,Southeastern Louisiana2003,None,0,0.0
269,Air Force,MWC,3-7,Pacific2012,Southern Miss2006,Central Michigan2009,None,0,0.0
270,Fairleigh Dickinson,NEC,2-6,Idaho St.2004,Appalachian St.2016,Brown2016,None,0,0.0
271,Seattle,WAC,7-6,Hampton2015,Youngstown St.2004,Columbia2004,16.0,16,0.10170707706188734
272,Central Arkansas,Slnd,3-9,Green Bay2018,Arkansas St.2016,Campbell2007,16.0,16,0.05893046908409824
273,Cal Baptist,WAC,4-4,Tennessee St.2009,Portland St.2019,Western Illinois2002,None,0,0.0
274,Central Michigan,MAC,5-7,Eastern Kentucky2003,Northern Arizona2005,Niagara2014,16.0,16,0.03150392979177286
275,Florida A&M,MEAC,2-6,South Carolina St.2009,Fairfield2019,UT Arlington2005,16.0,16,0.030304266969125936
276,New Mexico,MWC,4-6,Manhattan2007,Colgate2013,Sacred Heart2006,None,0,0.0
277,St. Francis PA,NEC,2-7,South Florida2017,Abilene Christian2018,Liberty2005,16.0,16,0.021836267066484984
278,Wagner,NEC,2-5,Troy2015,James Madison2004,Delaware2010,16.0,16,0.038481592853295596
279,Longwood,BSth,3-13,Quinnipiac2009,UC Riverside2011,FIU2009,16.0,16,0.02972122928861272
280,Manhattan,MAAC,4-4,Hampton2012,Chicago St.2013,Lehigh2009,16.0,16,0.014703745938506839
281,Tennessee St.,OVC,2-7,Quinnipiac2016,Hampton2006,Mount St. Mary's2016,16.0,16,0.06661620151804426
282,Nebraska Omaha,Sum,2-12,Alcorn St.2003,Jacksonville2005,UTSA2003,None,0,0.0
283,Portland,WCC,6-6,UNC Greensboro2013,Sam Houston St.2004,Southern Utah2019,16.0,16,0.06301021098045295
284,Quinnipiac,MAAC,3-4,Hampton2006,Navy2011,Quinnipiac2016,16.0,16,0.05001905958106314
285,Southeast Missouri St.,OVC,3-7,LIU Brooklyn2006,Prairie View A&M2015,San Jose St.2018,16.0,16,0.017510884194330657
286,Idaho St.,BSky,6-5,UNC Wilmington2013,Bethune Cookman2013,Montana St.2012,16.0,16,0.013681842303314864
287,Lehigh,Pat,1-3,Northern Illinois2011,San Jose St.2018,Eastern Washington2013,16.0,16,0.01646593005681488
288,North Florida,ASun,3-10,Incarnate Word2016,Eastern Illinois2019,Lipscomb2015,None,0,0.0
289,Louisiana Monroe,SB,4-8,Fordham2018,Maine2012,Bucknell2002,None,0,0.0
290,Grambling St.,SWAC,4-6,Louisiana Monroe2004,Quinnipiac2016,UC Riverside2018,16.0,16,0.0398319894969511
291,Prairie View A&M,SWAC,2-4,IPFW2003,Idaho St.2002,Miami OH2017,None,0,0.0
292,Merrimack,NEC,1-3,Navy2007,St. Francis NY2007,Central Arkansas2008,None,0,0.0
293,Rider,MAAC,3-9,Sacramento St.2018,Delaware St.2015,McNeese St.2010,None,0,0.0
294,Troy,SB,6-6,North Dakota2011,VMI2003,Louisiana Monroe2006,None,0,0.0
295,Jackson St.,SWAC,1-5,Hampton2006,Quinnipiac2016,Navy2011,16.0,16,0.0344884548320836
296,St. Francis NY,NEC,4-3,Norfolk St.2010,Lafayette2005,UNC Greensboro2013,16.0,16,0.03439587379210846
297,Cal St. Fullerton,BW,2-3,Louisiana Monroe2004,North Carolina A&T2009,UC Riverside2018,16.0,16,0.03338940041674913
298,William & Mary,CAA,3-5,Stetson2005,Gardner Webb2004,Jacksonville St.2010,None,0,0.0
299,Incarnate Word,Slnd,5-5,Nicholls St.2013,Colgate2010,Pepperdine2010,None,0,0.0
300,Hampton,BSth,7-8,North Carolina A&T2007,UNC Greensboro2013,Lafayette2005,16.0,16,0.017845462334625348
301,Maine,AE,2-5,Cleveland St.2016,Southern2015,New Hampshire2012,16.0,16,0.02908494727636587
302,New Orleans,Slnd,2-9,Southern2004,Manhattan2017,Radford2008,None,0,0.0
303,Cal St. Northridge,BW,4-3,Lipscomb2013,Sacramento St.2005,Western Carolina2018,16.0,16,0.012464502906053318
304,Texas A&M Corpus Chris,Slnd,3-7,Pepperdine2009,William & Mary2005,Alabama St.2006,None,0,0.0
305,Jacksonville,ASun,9-5,North Carolina A&T2012,Bucknell2009,Sacramento St.2010,None,0,0.0
306,Northern Illinois,MAC,2-9,Dartmouth2007,American2010,Maine2002,16.0,16,0.05661283719305097
307,Bucknell,Pat,0-4,Cleveland St.2004,Alcorn St.2003,UC Riverside2006,16.0,16,0.02778924667942463
308,North Dakota,Sum,3-11,North Dakota2011,VMI2003,Norfolk St.2006,None,0,0.0
309,SIU Edwardsville,OVC,3-4,Radford2007,Morgan St.2016,Grambling St.2005,None,0,0.0
310,Northwestern St.,Slnd,2-13,New Hampshire2002,Mercer2007,McNeese St.2017,16.0,16,0.012974836636781154
311,Arkansas Pine Bluff,SWAC,3-8,North Texas2017,Jackson St.2002,McNeese St.2017,None,0,0.0
312,San Jose St.,MWC,2-9,Northwestern St.2010,Longwood2010,LIU Brooklyn2003,None,0,0.0
313,Sacred Heart,NEC,4-4,Jackson St.2013,Youngstown St.2002,Cal St. Bakersfield2010,None,0,0.0
314,Coppin St.,MEAC,3-8,Elon2002,Northwestern St.2009,North Carolina A&T2005,16.0,16,0.03882113795970711
315,Arkansas St.,SB,4-6,Army2002,Stephen F. Austin2019,Kennesaw St.2008,None,0,0.0
316,Tennessee Tech,OVC,1-13,Radford2007,Grambling St.2005,Jacksonville2018,None,0,0.0
317,North Carolina A&T,MEAC,5-9,Sacred Heart2003,Jackson St.2002,SIU Edwardsville2017,None,0,0.0
318,Portland St.,BSky,2-6,LIU Brooklyn2004,Grambling St.2018,Mississippi Valley St.2011,16.0,16,0.014382779982158695
319,Alabama A&M,SWAC,2-0,Grambling St.2005,Radford2007,Hampton2017,None,0,0.0
320,Central Connecticut,NEC,2-8,Sacred Heart2003,SIU Edwardsville2017,Navy2006,None,0,0.0
321,Western Illinois,Sum,2-9,Navy2006,Sacred Heart2003,Howard2016,None,0,0.0
322,Cal Poly,BW,2-7,UTEP2003,Portland2019,SIU Edwardsville2012,None,0,0.0
323,Lamar,Slnd,3-10,Loyola MD2005,UC Riverside2006,Western Carolina2005,None,0,0.0
324,USC Upstate,BSth,3-11,Fairleigh Dickinson2015,American2018,Texas Southern2005,16.0,16,0.013626601384854808
325,Fairfield,MAAC,2-12,Hartford2005,UC Santa Barbara2017,Southeast Missouri St.2006,None,0,0.0
326,Holy Cross,Pat,2-2,Western Illinois2004,Lafayette2009,Morgan St.2004,None,0,0.0
327,Tarleton St.,WAC,2-5,North Carolina A&T2010,Nicholls St.2016,UC Davis2007,None,0,0.0
328,Southeastern Louisiana,Slnd,3-9,North Carolina A&T2010,Nicholls St.2016,UC Davis2007,None,0,0.0
329,McNeese St.,Slnd,6-6,High Point2003,Eastern Michigan2002,High Point2002,None,0,0.0
330,Binghamton,AE,1-10,UNC Greensboro2009,Mount St. Mary's2005,Canisius2012,16.0,16,0.01793259712556502
331,Kennesaw St.,ASun,3-10,Loyola Marymount2009,Howard2012,Cornell2002,None,0,0.0
332,Northern Arizona,BSky,3-9,Bethune Cookman2014,Campbell2014,Dartmouth2002,None,0,0.0
333,Dixie St.,WAC,4-4,Southeast Missouri St.2016,Texas Southern2006,Gardner Webb2010,None,0,0.0
334,Alcorn St.,SWAC,0-6,Incarnate Word2018,Nebraska Omaha2012,Longwood2013,None,0,0.0
335,Delaware St.,MEAC,0-7,Southern2002,Houston Baptist2010,Coastal Carolina2002,None,0,0.0
336,Idaho,BSky,0-10,Houston Baptist2014,USC Upstate2019,Alcorn St.2004,None,0,0.0
337,Howard,MEAC,1-4,Southern2017,UMBC2016,Idaho St.2017,None,0,0.0
338,Charleston Southern,BSth,1-11,Winston Salem St.2007,Texas Southern2007,Florida A&M2013,None,0,0.0
339,Tennessee Martin,OVC,3-6,Bethune Cookman2017,Alcorn St.2018,North Carolina A&T2016,None,0,0.0
340,Houston Baptist,Slnd,2-9,Nicholls St.2005,Northern Arizona2016,Lafayette2017,None,0,0.0
341,Denver,Sum,1-9,Texas Southern2006,Gardner Webb2010,Maryland Eastern Shore2006,None,0,0.0
342,Presbyterian,BSth,3-5,Stetson2010,Wagner2010,Alabama St.2013,None,0,0.0
343,Chicago St.,WAC,0-9,Alabama St.2017,Mississippi Valley St.2018,Mississippi Valley St.2019,None,0,0.0
344,Alabama St.,SWAC,1-3,Binghamton2013,NJIT2007,Chicago St.2010,None,0,0.0
345,South Carolina St.,MEAC,0-13,Longwood2005,Delaware St.2019,Prairie View A&M2006,None,0,0.0
346,Mississippi Valley St.,SWAC,0-10,Maryland Eastern Shore2005,Prairie View A&M2006,Alcorn St.2010,None,0,0.0
